timestamp,reference_velocity,predicted_velocity,reference_lat,reference_lon,estimated_lat,estimated_lon,position_error
0,31.158918,31.158918,51.530693,-2.599872,51.53055927995485,-2.6002518587585333,30.191593488897702
1,31.115782,31.115782,51.530693,-2.599901,51.53043032538795,-2.6006505003897793,59.507284622282164
2,31.763483,31.763483,51.530685,-2.599943,51.530301402776175,-2.60105967975931,88.23953893565034
3,31.40571,31.40571,51.530663,-2.599996,51.53017179763006,-2.6014624928570482,115.21308111326722
4,31.804995,31.804995,51.53065,-2.600046,51.530043224384336,-2.601872625193957,143.2410545446951
5,32.03929,32.03929,51.530636,-2.600095,51.52991642875371,-2.6022879558630874,171.50474492580852
6,32.165413,32.165413,51.530624,-2.600141,51.5297861078447,-2.6027024977774786,200.1924506786014
7,32.363953,32.363953,51.530613,-2.60018,51.52965170468367,-2.6031168925985306,229.56296840934468
8,31.736704,31.736704,51.530605,-2.600213,51.529523432966776,-2.603526160257453,258.8250034076871
9,31.790327,31.790327,51.530598,-2.600244,51.52939522513963,-2.6039363452127593,288.3144166620824
10,31.515678,31.515678,51.530582,-2.600273,51.529269746587346,-2.6043442844886697,317.1869374484143
11,31.638971,31.638971,51.530575,-2.600297,51.52914487385174,-2.604754685441115,346.9505287508005
12,32.00154,32.00154,51.530567,-2.600317,51.529020734292196,-2.6051714716994945,377.2665426640057
13,31.739492,31.739492,51.53056,-2.600331,51.528899507940686,-2.6055862897899975,407.73756862403746
14,32.18313,32.18313,51.530556,-2.600338,51.528779615398975,-2.6060091572083817,439.2254342670945
15,31.828766,31.828766,51.53056,-2.600329,51.52866050509634,-2.6064269723079394,471.7543427519781
16,31.97174,31.97174,51.53056,-2.600329,51.52854169587917,-2.606847276402537,503.6690011133091
17,32.033752,32.033752,51.53056,-2.60032,51.52842210631013,-2.607267991861132,536.2082564115686
18,31.828045,31.828045,51.53056,-2.60032,51.528302453124304,-2.6076853912445834,567.9892980046491
19,31.60923,31.60923,51.53056,-2.60032,51.52818473256478,-2.6081007374504197,599.5494149302565
20,31.484259,31.484259,51.530556,-2.60032,51.528066114985265,-2.6085134357418847,630.7949320648481
21,31.793415,31.793415,51.530556,-2.60032,51.52794413318616,-2.6089285338088306,662.5501865403169
