timestamp,reference_velocity,predicted_velocity,reference_lat,reference_lon,estimated_lat,estimated_lon,position_error
0,23.491241,23.491241,51.530693,-2.599872,51.530591447922355,-2.600153952522341,22.536807041888665
1,23.53797,23.53797,51.530693,-2.599901,51.53049389843139,-2.600455510789093,44.288307452318854
2,23.567688,23.567688,51.530685,-2.599943,51.53039824116722,-2.6007591117878968,64.83636263217593
3,23.515343,23.515343,51.530663,-2.599996,51.53030119800511,-2.601060722804639,83.9226554629886
4,23.572886,23.572886,51.53065,-2.600046,51.530205903462814,-2.6013647011649534,103.72862729632133
5,23.649744,23.649744,51.530636,-2.600095,51.53011230950116,-2.601671277830342,123.61314730355717
6,23.57773,23.57773,51.530624,-2.600141,51.53001678231988,-2.6019751445796473,143.7232470402144
7,23.611502,23.611502,51.530613,-2.60018,51.52991872691547,-2.6022774727193987,164.35133080489726
8,23.566774,23.566774,51.530605,-2.600213,51.52982347598386,-2.602581385034411,185.45296176861436
9,23.643665,23.643665,51.530598,-2.600244,51.52972812298706,-2.602886457067628,206.80537869372722
10,23.54807,23.54807,51.530582,-2.600273,51.52963436718055,-2.603191265776273,227.71659581965625
11,23.598793,23.598793,51.530575,-2.600297,51.52954122743173,-2.60349737701489,249.44956646884262
12,23.559181,23.559181,51.530567,-2.600317,51.52944983725878,-2.603804213127269,271.33382765162884
13,23.606728,23.606728,51.53056,-2.600331,51.529359673326084,-2.604112743264862,293.6832836682228
14,23.540632,23.540632,51.530556,-2.600338,51.529271976872145,-2.604422056482977,316.5435105890746
15,23.535273,23.535273,51.53056,-2.600329,51.529183902661124,-2.6047310065267313,340.7923915350937
16,23.540945,23.540945,51.53056,-2.600329,51.52909642286834,-2.60504048199228,364.2901203088682
17,23.555536,23.555536,51.53056,-2.60032,51.529008484484095,-2.6053498525229917,388.36379067511194
18,23.534494,23.534494,51.53056,-2.60032,51.52892000976812,-2.6056584925919966,411.8629278985098
19,23.545847,23.545847,51.53056,-2.60032,51.528832319233665,-2.605967889905089,435.3715924789981
20,23.542084,23.542084,51.530556,-2.60032,51.52874362395833,-2.606276485893968,458.68521496453627
21,23.552748,23.552748,51.530556,-2.60032,51.52865325912853,-2.6065839975443614,482.20954364066
22,23.556442,23.556442,51.530552,-2.600326,51.52856326203581,-2.6068918460399813,505.1692247508992
23,23.543594,23.543594,51.530552,-2.600326,51.52847415807287,-2.6072001599135617,528.6827475621357
24,23.529003,23.529003,51.530552,-2.600326,51.52838572319755,-2.607508738563308,552.1806430530215
25,23.469372,23.469372,51.530544,-2.600333,51.5282958880064,-2.6078153182496466,574.7991735962822
26,23.531214,23.531214,51.530544,-2.600333,51.52820621788864,-2.6081230085298444,598.3024777921229
27,23.547031,23.547031,51.530544,-2.600333,51.528119351465854,-2.608433019819024,621.8153335962745
28,23.479443,23.479443,51.530544,-2.600333,51.52803437215638,-2.608743312914373,645.2555816452391
29,23.600225,23.600225,51.530544,-2.600333,51.52794916918774,-2.6090553524734177,668.8164925545564
30,23.593872,23.593872,51.530544,-2.600333,51.527863763431014,-2.6093671479503,692.3727831048577
31,23.50742,23.50742,51.530544,-2.600333,51.527776415264285,-2.609676178864242,715.8499867246991
32,23.57139,23.57139,51.530544,-2.600333,51.52768904151059,-2.6099862048206877,739.3908625305032
33,23.528692,23.528692,51.530544,-2.600333,51.52760080685607,-2.6102949212586806,762.8912626712088
34,23.611048,23.611048,51.530544,-2.600333,51.52751184851659,-2.6106044104681305,786.4746144513749
35,23.596985,23.596985,51.530544,-2.600333,51.52742192453471,-2.610912953014315,810.0449250545112
36,23.576838,23.576838,51.530544,-2.600333,51.527333710792135,-2.611222447903066,833.5933503519176
37,23.524303,23.524303,51.530544,-2.600333,51.527246520535805,-2.6115318580585036,857.087926112213
38,23.50892,23.50892,51.530544,-2.600333,51.5271587721542,-2.6118406155418774,880.5684339596903
39,23.427353,23.427353,51.530544,-2.600333,51.52707215216072,-2.612148902681308,903.9660687882023
40,23.410107,23.410107,51.530544,-2.600333,51.52698743980721,-2.6124582836758172,927.3418569303344
41,23.417564,23.417564,51.530544,-2.600343,51.526901873326246,-2.612767174113215,950.1020140529629
42,23.48018,23.48018,51.530537,-2.60036,51.52681629005815,-2.613077041417022,972.1546663476176
43,23.497726,23.497726,51.530533,-2.600389,51.526730064442425,-2.613386725302219,993.6172856916924
44,23.49126,23.49126,51.53052,-2.600431,51.52664447936596,-2.613696765174786,1013.832459508815
45,23.549353,23.549353,51.530502,-2.600486,51.52656323053407,-2.6140107127261807,1033.037994124332
46,23.61343,23.61343,51.530487,-2.600543,51.52648009882849,-2.6143243895396857,1052.3324302060075
47,23.58178,23.58178,51.530476,-2.600645,51.52639791735432,-2.6146382162363464,1068.9602761587132
48,23.584759,23.584759,51.530464,-2.600714,51.526314068667425,-2.614950947767385,1087.618744305811
49,23.596512,23.596512,51.53043,-2.600785,51.52622976958649,-2.6152635507163486,1105.1293359679253
50,23.544308,23.544308,51.530407,-2.600845,51.52614441677069,-2.6155745898638973,1123.8002428544996
51,23.594585,23.594585,51.530396,-2.600905,51.52606199535531,-2.6158884523474626,1143.0739284361384
52,23.676014,23.676014,51.530376,-2.600967,51.52598014312095,-2.6162039730542213,1161.878290689712
53,23.595053,23.595053,51.53036,-2.601018,51.52590127819614,-2.616520193599675,1181.4656180380948
54,23.620434,23.620434,51.53033,-2.601068,51.52583100784279,-2.6168419951295223,1200.4188627903782
55,23.59392,23.59392,51.530323,-2.601102,51.52575848137147,-2.61716209299021,1221.4483728701057
56,23.525757,23.525757,51.53032,-2.601136,51.525691471545215,-2.6174842441486943,1242.5393092506465
57,23.595959,23.595959,51.530304,-2.601168,51.525629206635585,-2.6178099055451933,1263.1668374856617
58,23.556763,23.556763,51.530296,-2.601204,51.52557332422917,-2.6181379571073924,1283.776837090801
59,23.613346,23.613346,51.530285,-2.601241,51.52551730759307,-2.6184667962467074,1304.2529566455535
