timestamp,reference_velocity,predicted_velocity,reference_lat,reference_lon,estimated_lat,estimated_lon,position_error
0,15.2259865,15.2259865,47.211536,-1.626885,47.21140078759751,-1.6269153718030633,15.208949365653982
1,14.465795,14.465795,47.211536,-1.626885,47.21127212542796,-1.626942221000542,29.658141103985145
2,6.896372,6.896372,47.211536,-1.626885,47.211210857165376,-1.62695572487516,36.546780509355884
3,6.180068,6.180068,47.211536,-1.626885,47.211156011285226,-1.6269683893482185,42.719724498007224
4,10.016162,10.016162,47.211536,-1.626885,47.211067155170966,-1.6269892288894623,52.7242728969713
5,12.280039,12.280039,47.211536,-1.626885,47.210958029649476,-1.62701299694138,64.99052635859466
6,5.808825,5.808825,47.211536,-1.626885,47.21090651283384,-1.6270252192162533,70.79255937083622
7,5.8739104,5.8739104,47.211536,-1.626885,47.21085429983705,-1.6270364379847126,76.65982271040676
8,13.113371,13.113371,47.209805,-1.626942,47.21073786818211,-1.6270627869843923,104.13068198828314
9,12.315224,12.315224,47.209805,-1.626942,47.21062883217958,-1.6270903291207897,92.28859686449795
10,23.355305,23.355305,47.209805,-1.626942,47.21042189586083,-1.6271412216464838,70.22694183226305
11,5.6734834,5.6734834,47.209805,-1.626942,47.21037157648423,-1.627153132808431,64.98767142688762
12,13.865139,13.865139,47.209805,-1.626942,47.21024860746251,-1.6271822780717058,52.5600025218271
13,5.131531,5.131531,47.209805,-1.626942,47.210203034221486,-1.6271924815305348,48.133932584136645
14,22.990242,22.990242,47.209805,-1.626942,47.20999889164356,-1.6272385255373105,31.088809696947536
15,5.503833,5.503833,47.209805,-1.626942,47.20994988674517,-1.627248179553983,28.185877949325228
16,11.479724,11.479724,47.209805,-1.626942,47.20984765750592,-1.6272681350118414,25.08756294404975
17,17.789576,17.789576,47.2083,-1.626493,47.20968940807185,-1.627300894010678,166.1113025604187
18,7.6889305,7.6889305,47.2083,-1.626493,47.209621023407905,-1.6273151903741752,159.48101202637147
19,9.037907,9.037907,47.2083,-1.626493,47.2095406979716,-1.627332574529155,151.83811456842622
20,7.348312,7.348312,47.2083,-1.626493,47.20947536898373,-1.6273465068529198,145.7320831271559
21,23.126446,23.126446,47.2083,-1.626493,47.209269394315996,-1.627386384007752,127.17388371716461
22,23.092314,23.092314,47.2083,-1.626493,47.2090638013641,-1.6274270626052283,110.41547304193361
23,5.273658,5.273658,47.2083,-1.626493,47.20901696286591,-1.6274375191254304,106.9865309385614
24,13.8527155,13.8527155,47.2083,-1.626493,47.20889373950944,-1.6274630828753378,98.63294494107231
25,19.183064,19.183064,47.2083,-1.626493,47.20872265457009,-1.6274934526650067,88.99395892518925
26,19.666384,19.666384,47.206966,-1.625634,47.20854728890241,-1.6275249489597858,226.53968888510119
27,22.179155,22.179155,47.206966,-1.625634,47.208349817558066,-1.627563927164948,211.96825971988332
28,22.282978,22.282978,47.206966,-1.625634,47.20815199659345,-1.627608949469652,199.11870030961433
29,18.116894,18.116894,47.206966,-1.625634,47.207990498683,-1.627638571699692,189.4915595469062
30,15.307287,15.307287,47.206966,-1.625634,47.207854111808416,-1.6276643630628131,182.41614401217325
31,16.436348,16.436348,47.206966,-1.625634,47.20770785243471,-1.6276941248994046,176.1328443501187
32,13.730629,13.730629,47.206966,-1.625634,47.20758543340562,-1.6277163228688314,171.71800295285954
33,17.413578,17.413578,47.206966,-1.625634,47.20743033808005,-1.6277463251128288,167.71102344804106
34,14.298207,14.298207,47.206966,-1.625634,47.207302930613125,-1.6277702847400817,165.66738399827605
35,15.313143,15.313143,47.205692,-1.624574,47.20716642594558,-1.6277953222648756,293.4192874390868
36,14.243922,14.243922,47.205692,-1.624574,47.207039508694265,-1.6278192655380577,287.31560850854504
37,5.8422074,5.8422074,47.205692,-1.624574,47.206987359991,-1.627827950860942,284.9006162448792
38,12.819921,12.819921,47.205692,-1.624574,47.20687309617879,-1.627849096782982,280.1028872595207
39,10.205758,10.205758,47.205692,-1.624574,47.20678189528778,-1.62786287373998,276.4288882093067
40,23.089104,23.089104,47.205692,-1.624574,47.206575376133955,-1.6278911867970467,269.1501933200594
41,11.912039,11.912039,47.205692,-1.624574,47.20646897667553,-1.6279079567550396,266.25959402557567
42,18.244944,18.244944,47.205692,-1.624574,47.20630600067124,-1.6279334982922493,262.8060689175679
43,16.469444,16.469444,47.205692,-1.624574,47.206159050311136,-1.6279587401440054,260.9108601019003
44,7.802115,7.802115,47.204407,-1.623487,47.20608949713542,-1.6279714559562666,386.99524013651177
45,6.67155,6.67155,47.204407,-1.623487,47.20602989671691,-1.6279807166000657,384.4530136170065
46,11.944668,11.944668,47.204407,-1.623487,47.20592330800362,-1.627998882271463,380.26410491006703
47,15.803331,15.803331,47.204407,-1.623487,47.20578260119863,-1.6280266278275508,375.5038124232237
48,6.931347,6.931347,47.204407,-1.623487,47.205720760262615,-1.6280373106590051,373.49842432116384
49,14.936488,14.936488,47.204407,-1.623487,47.205587516584615,-1.6280605621684607,369.5981508419217
50,15.600522,15.600522,47.204407,-1.623487,47.20544836583887,-1.6280850521485628,366.1450141686898
51,8.294626,8.294626,47.204407,-1.623487,47.20537425348695,-1.6280963949265068,364.4417013494556
52,20.822306,20.822306,47.204407,-1.623487,47.20518846298624,-1.628128291547022,361.22702998435784
53,20.172121,20.172121,47.20312,-1.622372,47.205008319519,-1.6281571777076909,484.86212306359414
54,5.9683433,5.9683433,47.20312,-1.622372,47.20495501143382,-1.6281656034247443,482.90177962075444
55,11.67083,11.67083,47.20312,-1.622372,47.20485103861215,-1.6281854202663757,479.5027166647409
56,17.369404,17.369404,47.20312,-1.622372,47.204695969799566,-1.6282109000582312,474.633792694562
57,18.488628,18.488628,47.20312,-1.622372,47.20453084006051,-1.6282370981678098,470.03141958824506
58,17.636898,17.636898,47.20312,-1.622372,47.20437365427247,-1.628266324708693,466.5973983593883
59,19.16075,19.16075,47.20312,-1.622372,47.20420262918397,-1.628294906858569,463.35848179495866
